작업담당부서,원본파일,NO.,전체NO.,기업명,특이사항,사업자등록번호,대표자명,설립일자,업종,상시종업원수,사업장 주소,총자산,,,자기자본,,,매출액,,,영업이익,,,당기순이익,,,자기자본 전액 잠식 여부,"바사등급, 최종등급 수준",특허건수,지원사업,1. 금융테스트베드 비용지원,,,,,,,2. D-테스트베드,,,,,,,3. 책임보험료,,,,,,,4. 핀테크보안,,,,,,,5. 금융클라우드,,,,,,,6. 핀테크 멘토링,,,,,,,7. 큐브(업무공간제공),,,,,,,8. 디지털 금융기술 내재화,,,,,,,9. 해외 진출 컨설팅,,,,,,,10. 해외진출 특화 프로그램(전시),,,,,,,11. 일자리 매칭지원,,,,,,,12. 핀테크 인턴십,,,,,,,13. 지방 핀테크기업 입주지원,,,,,,
금융혁신부,편람_2024,435,707,에어큐브,,220-86-51922,김유진,2002-11-18,응용 소트트웨어 개발 및 공급업,44,서울 강서구 양천로 401,"9,058","12,438","14,678","5,688","6,306","7,834","11,690","10,413","11,861","1,180",913,"2,150","1,160",571,"1,674",,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2024,438,708,엑스큐어,,134-81-59986,정우천,2000-09-15,응용 소트트웨어 개발 및 공급업,38,서울 구로구 디지털로 306,"26,020","29,775","24,257","24,533","21,781","20,922","10,275","13,303","10,747",324,123,"-2,177",890,"-2,571","-16,290",,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2024,441,709,디뉴로,,726-88-01604,김승종,2020-01-13,포털 및 기타 인터넷 정보 매개 서비스업,0,서울 강남구 테헤란로5길7,739,"1,713","3,458",260,735,"1,749",921,"1,626","2,216",69,281,668,129,474,"1,014",,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2024,442,710,기프티스타,,815-81-00997,박보광,2017-12-13,포털 및 기타 인터넷 정보 매개 서비스업,13,성루 영등포구 국제금융로6길 33,"1,528","1,749","1,968",297,300,275,"28,099","34,690","34,874",-96,-24,-4,20,2,-24,,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2024,456,711,에스지에이솔루션즈,,107-88-01818,최영철,2013-09-05,시스템 소프트웨어 개발 및 공급업,161,서울 서초구 마방로2길 44,"69,138","64,381","65,044","45,006","45,559","43,868","11,916","13,886","12,711","2,401","1,279","1,447","-2,193",187,"-5,612",,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2024,457,712,조이앤비즈,,107-87-00904,-,2007-10-05,응용 소프트웨어 개발 및 공급업,129,서울 영등포구 양평로21길 26,"6,506","8,332","8,095","4,879","6,381","3,932","18,289","16,236","19,777","1,373","1,877",-244,"1,343","1,965",-334,,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2024,459,713,빌드블록,,604-87-01030,정지원,2018-10-17,데이터베이스 및 온라인 정보제공업,0,서울 영등포구 여의도동 의사당대로 83, - ,156,41, - ,88,-31, - ,311,43, - ,-16,-497, - ,-9,-416,,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2024,460,714,(주)넥스트유니콘,,139-87-00196,장재용,2015-07-22,그 외 기타 정보 서비스업,7,서울 강남 테헤란로20길 18,"2,843","3,008","3,662","1,272",221,"-1,127","2,266","2,709","1,359","-4,607","-2,212","-2,000","-4,450","-1,146","-1,348",,10,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2024,464,715,한국제이에스데이터시스템즈,,220-86-77238,노혜경,2004-01-02,시스템 소프트웨어 개발 및 공급업,6,서울 강남구 논현로28길 12,"10,618","10,763","11,023","3,332","3,442","3,577","1,874","2,242","1,824",373,492,411,148,211,135,,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2024,469,716,엔노바랩스,,104-86-61171,권준혁,2021-02-04,시스템 소프트웨어 개발 및 공급업,0,서울 강남구 논현동 도산대로8길 20, - , - ,"1,079", - , - ,228, - , - ,104, - , - ,-90, - , - ,-65,,6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2024,472,717,그라운드엑스,,356-88-00968,-,2018-03-26,응용 소프트웨어 개발 및 공급업,0,경기 성남시 부당구 판교역로 152,"99,184","99,234","90,992","75,925","90,316","85,427","111,393","34,201","2,270","71,058","16,310","-8,599","-10,575","11,318","-7,484",,10,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2024,473,718,그린랩스파이낸셜,,320-86-02487,김찬호,2022-06-15,응용 소프트웨어 개발 및 공급업,20,서울 강남구 삼성동 테헤란로 413, - , - ,"4,532", - , - ,"3,720", - , - ,35, - , - ,"-5,059", - , - ,"-5,012",,7,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2024,481,719,페이게이트,,212-81-43426,박소영,1999-07-30,시스템 소프트웨어 개발 및 공급업,32,서울 송파구 석촌호수로 258,"44,991","63,452","60,581","3,785","4,332","8,622","16,788","14,074","6,755","4,780","1,677","-2,126","-5,951","1,081","-4,914",,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2024,492,720,이포넷,,129-81-23676,-,1997-10-02,응용 소프트웨어 개발 및 공급업,139,서울 서초구 서초동 1449-7,"24,375","31,064","29,746","19,587","24,569","24,871","25,153","22,811","25,259","4,333","3,296","3,256","4,563","4,659","2,065",,2,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2024,493,721,에이미파이,,676-26-01091,손윤호,2020-01-15,데이터베이스 및 온라인 정보제공업,4,부산 남구 전포대로 133,168,184,200,125,100,94,199,329,618,-351,-309,54,-32,-134,55,,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2024,494,722,티쓰리큐,,113-86-11016,박병훈,2007-01-25,응용 소프트웨어 개발 및 공급업,41,서울 구로구 디지털로 30길 28,"8,295","6,358","7,584","3,651",218,241,"10,788","7,460","6,552",578,"-3,407",-327,50,"-3,484",-500,,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2024,496,723,핏콜라보,,129-86-16210,-,2007-12-07,응용 소프트웨어 개발 및 공급업,0,경기 성남시 분당구 106-2,"11,944","11,956","11,607",-585,"-1,254",-971,"3,698","2,992","2,671",-121,-411,-690,583,-669,283,,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2024,497,724,더재무컨설팅,,278-88-00033,강신영,2015-03-16,응용 소프트웨어 개발 및 공급업,0,부산 남구 전포대로 133, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,, - ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2024,499,725,에이치엔핀코어,,277-81-00711,윤부영,2016-12-15,응용 소프트웨어 개발 및 공급업,1,서울 중구 퇴계로 272, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,, - ,,3,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2024,500,726,유엠에듀(움클래스),,424-88-01940,김성준,2021-03-23,응용 소프트웨어 개발 및 공급업,1,부산 진구 범일로 168,503,322,711,168,24,-95,14,38,80,-347,-303,-168,-146,-144,-119,,9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2024,504,727,비주얼캠프,,318-81-05282,석윤찬,2014-11-12,응용 소프트웨어 개발 및 공급업,18,서울 서초구 동산로 13,"2,440","3,055","2,064",911,520,-382,"1,426","1,847","1,672",-578,-404,-902,-523,-391,-904,,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2024,505,728,씨큐비스타,,120-86-88075,-,2005-10-19,시스템 소프트웨어 개발 및 공급업,9,경기 성남 분당구 판교로255번길 9-22,"1,638", - ,"2,439","1,043", - ,"1,498",374, - ,712,78, - ,-211,84, - ,-226,,7,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2024,508,729,인터리핀,,639-87-01128,-,2019-02-25,컴퓨터 프로그래밍 서비스업,0,-, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,, - ,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2024,514,730,퓨쳐위즈,,220-86-44528,-,2002-08-07,데이터베이스 및 온라인 정보제공업,41,서울 강남구 테헤란로4길 14,"34,429","36,446","37,685","30,588","32,956","34,575","12,960","10,828","10,391","3,639","2,274",591,"3,874","2,518","1,693",,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2024,516,731,디투리소스,,682-81-00344,나상민,2015-12-14,시스템 소프트웨어 개발 및 공급업,0,광주 동구 동계천로 150, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,, - ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2024,521,732,유디아이디,,113-86-56537,정재훈,2012-02-07,응용 소프트웨어 개발 및 공급업,75,서울 구로구 디지털로26길 61,"30,510","37,409","39,679","16,848","19,764","23,591","26,175","28,856","34,784","3,664","3,582","4,849","3,601","2,915","3,827",,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2024,522,733,에이락,,117-88-00140,-,2015-08-18,전자상거래 소매업,0,서울 성동구 아차산로 126, - ,609,278, - ,283,-868, - ,250,295, - ,-806,"-2,172", - ,-777,"-2,151",,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2024,523,734,한국선불카드,,206-86-54302,소병민,2011-06-08,응용 소프트웨어 개발 및 공급업,47,경기 성남시 분당구 판교로 253,"32,825","33,906","33,746","7,937","6,204","5,695","13,040","11,097","9,878","1,201",780,"-7,846","1,178","1,024","-5,957",,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2024,524,735,인더포레스트,,158-87-00367,-,2016-03-07,응용 소프트웨어 개발 및 공급업,22,서울 강남구 강남대로136길 11,"2,652","2,928","3,502","1,780","1,840","1,982","3,125","3,117","3,693",250,43,100,301,59,143,,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2024,526,736,비즈플레이,,107-88-36127,김홍기,2014-12-01,응용 소프트웨어 개발 및 공급업,96,서울 영등포구 영신로 220,"74,616","41,891","99,126","24,123","15,152","36,267","20,969","24,306","34,563","-5,768","-4,984","-4,597","-21,783","-8,038","-9,349",,4,,9,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2024,527,737,지유오투,,221-88-00207,박성배,2015-08-03,응용 소프트웨어 개발 및 공급업,0,대전 유성구 대덕대로 538, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,, - ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2024,528,738,메이크스타,,120-88-24134,김재면,2015-01-14,응용 소프트웨어 개발 및 공급업,133,서울 강남구 학동로23길 29,"23,090","28,976","70,991","21,954","24,626","55,935","47,904","95,632","120,343",729,"2,956","1,519",330,"2,609","1,568",,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2024,534,739,커넥(kanak),,851-87-01714,-,2020-06-15,응용 소프트웨어 개발 및 공급업,1,-, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,, - ,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2024,535,740,티맵모빌리티,,640-88-02105,이종호,2020-12-30,데이터베이스 및 온라인 정보제공업,946,서울 중구 삼일대로 343,"893,301","843,914","800,478","729,379","703,841","676,403","57,049","89,957","104,736","-26,703","-73,989","-49,903","-175,460","-37,107","-27,154",,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2024,538,741,아이비솔루션즈,,104-86-58278,김종각,2014-12-18,응용 소프트웨어 개발 및 공급업,0,서울 금천구 벚꽃로 298,116, - ,15,"-3,083", - ,"-3,472", - , - , - ,-236, - ,-7,-356, - ,-142,,9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2024,542,742,유니닥스,,220-81-96318,정기태,2000-08-19,응용 소프트웨어 개발 및 공급업,82,서울 구로구 디지털로 272,"11,029","11,365","11,400","5,705","6,755","7,826","15,468","16,857","20,444","2,543","1,305","1,448","2,584","1,080","1,101",,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2024,543,743,스타뱅크,,105-86-11164,-,2000-04-26,그 외 기타 금융 지원 서비스업,8,서울 서초구 나루터로10길 20,"10,285","10,130","12,361","9,858","9,915","11,697","1,465","1,401","1,293",421,192,229,412,181,"1,843",,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2024,547,744,온고을에프엔씨,,418-81-36601,기노관,2011-06-16,그 외 기타 금융 지원 서비스업,0,전북 전주시 덕진구 팔복로 356,237, - ,208,109, - ,115,23, - ,9,3, - , - ,4, - ,2,,9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2024,549,745,아이티위너,,204-81-81040,신재선,2003-09-25,컴퓨터시스템 통합 자문 및 구축 서비스업,11,서울 송파구 문정동 송파대로 167,"1,987","2,687","3,151","1,531","1,777","1,983","3,016","3,786","3,030",410,251,242,425,246,206,,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2024,551,746,케이엑스넥스지,,220-86-22617,김용석,2001-10-24,응용 소프트웨어 개발 및 공급업,64,서울 강남구 역삼로 556,"26,395","25,409","28,421","21,236","21,096","22,622","21,805","20,299","22,185","4,221","1,853","2,107","3,607",197,"1,523",,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2024,558,747,두나무,,119-86-54968,이석우,2012-04-03,컴퓨터시스템 통합 자문 및 구축 서비스업,315,서울 강남구 테헤란로4길 14,"6,159,941","8,116,373","14,699,309","3,105,767","3,934,937","5,712,030","1,219,393","986,280","1,709,581","811,371","677,714","1,251,757","270,907","781,191","988,171",,1,,2,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2024,561,748,카카오페이,,527-88-00686,신원근,2017-04-03,그 외 기타 금융 지원 서비스업,1127,경기 성남 분당구 판교역로 166,"2,896,844","3,287,179","3,360,853","1,923,680","2,081,247","2,121,928","482,769","555,634","618,855","33,208","32,828","12,202","96,340","66,103","45,190",,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2024,562,749,카카오뱅크,,375-88-00197,-,2016-01-22,국내은행,1728,경기 성남시 분당구 분당내곡로 131, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,, - ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,17,750,보난자스토리,㈜바이스,413-81-08376,-,2021-12-20,응용 소프트웨어 개발 및 공급업,1,-, - ,111,145, - ,100,128, - ,67,129, - , - ,30, - , - ,28,,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,23,751,뱅크파트너,,829-87-02467,유승현,2022-07-04,데이터베이스 및 온라인 정보제공업,3,서울 금천구 가산디지털2로 34, - ,11,205, - ,1,11, - ,400,124, - ,-129,10, - ,-117,10,,5,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,31,752,깃플,,536-86-01346,조영민,2019-01-15,데이터베이스 및 온라인 정보제공업,19,서울 영등포구 여의나루로4길 21,"3,835","4,469","4,716","3,369","3,567",932,314,"1,354","1,548","-2,385","-4,178","-7,029","-2,366","-4,306","-7,003",,9,,6,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
금융혁신부,편람_2023,37,753,오션펀딩,,739-86-01789,한지민,2020-04-27,투자 자문업 및 투자 일임업,0,대구 중구 동인동2가 동덕로 167, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,, - ,,6,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,
금융혁신부,편람_2023,39,754,타임패스,,301-45-04841,이상린,2021-06-01,전자상거래 소매업,0,경기 고양 일산동구 무궁화로 20-38, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,, - ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,41,755,모멘티움,,654-87-01239,-,2019-04-10,응용 소프트웨어 개발 및 공급업,0,-, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,, - ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,52,756,랩투아이,,372-86-00568,-,2017-02-17,응용 소프트웨어 개발 및 공급업,-,경기 성남시 분당구 벌말로50번길 41,93,75,149,92,43,94,168,152, - ,19,-49,-848,20,-49,-849,,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,
금융혁신부,편람_2023,70,757,헥슬란트,,636-88-00831,노진우,2018-02-07,시스템 소프트웨어 개발 및 공급업,11,서울 강남구 강남대로 340,"9,988","9,607","8,758","9,673","9,295","8,489","4,017","2,668","1,564",534,"-1,099","-1,008",330,-432,-806,,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,76,758,타인에이아이,,419-87-01728,이수완,2020-06-05,응용 소프트웨어 개발 및 공급업,9,서울 영등포구 의사당대로 83,"1,588","4,261","3,606","1,560","4,124","3,528", - ,27,229,-724,"-1,690","-2,384",-696,"-1,635","-2,296",,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,94,759,토끼표,,391-81-02179,-,2021-06-14,컴퓨터 프로그래밍 서비스업,0,서울 강남 압구정로79길 59, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,, - ,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,125,760,한국정보기술단,,214-86-21331,이우용,1998-01-23,컴퓨터시스템 통합 자문 및 구축 서비스업,463,경기 과천시 뒷골2로 66-1,"40,798","47,303","62,129","15,175","18,015","18,983","38,292","42,172","42,475","2,279","3,669","2,975","1,650","2,843",965,,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,154,761,웹케시,,214-86-35102,강원주,1999-07-08,응용 소프트웨어 개발 및 공급업,175,서울 영등포구 영신로 220,"128,913","121,746","125,627","103,028","103,320","105,740","87,866","73,580","73,613","20,598","13,716","13,760","11,534","5,607","8,322",,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,163,762,오션스,,262-88-00547,-,2017-04-03,응용 소프트웨어 개발 및 공급업,1,서울 강남구 테헤란로2길 21, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,, - ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,197,763,모비두,,120-88-01596,-,2013-08-06,응용 소프트웨어 개발 및 공급업,64,서울 송파구 올림픽로35다길 42,"4,109","8,643","7,529","3,328","7,673","6,455","9,060","9,778","12,559","-2,120","-2,739","-1,404","-2,083","-2,652","-1,217",,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,199,764,피플앤드테크놀러지,,120-88-05364,임진순,2013-11-14,응용 소프트웨어 개발 및 공급업,103,서울 강남구 삼성로104길 24,"13,334","14,725","11,035","10,223","8,474","-11,541","8,391","11,305","7,088","-1,240","-1,137","-3,221","-1,238",-907,"-3,817",,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,201,765,원스토어,,856-86-00329,전동진,2016-03-02,유선통신업,165,경기 성남시 분당구 판교역로 188,"278,174","231,013","187,421","151,107","138,014","110,504","206,158","154,360","123,957","-23,512","-8,078","-16,083","-33,015","-31,109","-34,887",,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,202,766,블록웨어,,828-87-00748,-,2017-07-20,응용 소프트웨어 개발 및 공급업,0,-, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,, - ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
