작업담당부서,원본파일,NO.,전체NO.,기업명,특이사항,사업자등록번호,대표자명,설립일자,업종,상시종업원수,사업장 주소,총자산,,,자기자본,,,매출액,,,영업이익,,,당기순이익,,,자기자본 전액 잠식 여부,"바사등급, 최종등급 수준",특허건수,지원사업,1. 금융테스트베드 비용지원,,,,,,,2. D-테스트베드,,,,,,,3. 책임보험료,,,,,,,4. 핀테크보안,,,,,,,5. 금융클라우드,,,,,,,6. 핀테크 멘토링,,,,,,,7. 큐브(업무공간제공),,,,,,,8. 디지털 금융기술 내재화,,,,,,,9. 해외 진출 컨설팅,,,,,,,10. 해외진출 특화 프로그램(전시),,,,,,,11. 일자리 매칭지원,,,,,,,12. 핀테크 인턴십,,,,,,,13. 지방 핀테크기업 입주지원,,,,,,
금융혁신부,편람_2023,239,767,아이티아이즈,,117-81-81348,이성남,2012-08-07,시스템 소프트웨어 개발 및 공급업,241,서울 영등포구 은행로 37,"40,248","42,659","55,386","23,760","16,556","17,957","53,543","64,121","62,002","-11,442","-5,315",802,"-9,904","-6,411","1,726",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,247,768,블루랩,,105-87-12398,문영훈,2007-08-28,시스템 소프트웨어 개발 및 공급업,0,서울 금천구 벚꽃로 286, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,, - ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,249,769,메인라인,,105-86-76323,최현길,2005-02-23,시스템 소프트웨어 개발 및 공급업,75,서울 마포 양화로 92,"10,104","25,951","27,255","1,710","2,800","9,971","7,374","11,603","10,289","1,976","4,062","1,387","1,200","1,315",836,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,252,770,디벨로퍼그룹,,843-86-01190,이승호,2018-12-03,그 외 기타 일반목적용 기계 제조업,8,대전 광역시 동구 백룡로 76,"5,619","5,709","5,495",891,707,698,"1,747","1,896","2,448",-689,-350,84,-755,-184,-84,,7,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,258,771,엔포트버스,,244-86-01428,조혜나,2019-07-24,데이터베이스 및 온라인 정보제공업,0,서울 마포구 잔다리로 44, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,, - ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,264,772,야놀자,,220-87-42885,이수진,2007-02-01,데이터베이스 및 온라인 정보제공업,184,서울 강남구 테헤란로 108길 42,"1,788,277","1,804,865","1,593,909","1,416,137","1,424,780","1,372,546","363,959","375,357","307,167","52,424","32,150","17,886","18,402","-52,442","-58,943",,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,276,773,로보러스,,367-81-00334,김대훈,2016-03-09,응용 소프트웨어 개발 및 공급업,0,서울 영등포구 의사당대로 83, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,, - ,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,280,774,부치고,,636-88-00748,최문성,2017-11-27,시스템 소프트웨어 개발 및 공급업,4,서울 마포구 큰우물로 76, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,, - ,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,289,775,오픈플랜,,154-87-01568,이광현,2019-11-01,시스템 소프트웨어 개발 및 공급업,15,서울 성동구 아차산로 11길 18, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,, - ,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,311,776,스트리미,,432-87-00120,이준행,2015-07-23,컴퓨터 프로그래밍 서비스업,65,서울 강남 영동대로 704,"17,263","17,278","16,415","-53,914","-101,130","-231,643","1,573","3,099","8,033","-76,518","-16,941","-2,984","-90,628","-51,390","-130,514",,9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,339,777,캐시멜로,,304-88-00249,안소연,2016-01-15,시스템 소프트웨어 개발 및 공급업,10,서울 강남구 선릉로94길 14,"3,523","3,046","2,302","2,906","2,861","1,995", - , - ,224,"-1,099","-1,481","-1,430",-624,"-1,045","-1,365",,3,,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,387,778,다온핀테크,,132-86-35440,-,2017-01-26,전자상거래 소매업,-,서울 강남구 도곡로 115,908,"1,559","4,676",-507,-369,464,438,"1,539","1,703",-271,-142,"-1,170",-338,-59,"-1,089",,8,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,388,779,십일번가,,815-81-01244,박현수,2018-09-04,전자상거래 소매업,766,경기도 광명시 신기로 20,"832,271","611,114","406,913","259,826","122,118","29,894","789,039","865,477","561,816","-151,478","-125,808","-75,408","-103,823","-131,265","-93,264",,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,419,780,웨이브릿지,,767-88-01245,오종욱,2018-11-15,응용 소프트웨어 개발 및 공급업,50,서울 영등포구 의사당대로 83,"13,090","8,420","19,297","7,590","-2,136","2,343","2,393","2,648","3,514","-5,109","-7,761","-5,386","-6,516","-9,815","2,492",,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
금융혁신부,편람_2023,422,781,다날,,113-81-44055,백현숙,1997-07-04,응용 소프트웨어 개발 및 공급업,255,경기 성남 분당구 분당로 55,"690,452","739,255","699,051","340,934","316,408","289,649","240,720","246,789","211,835","20,505","20,894","13,561","-13,418","-24,018","-26,358",,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,432,782,페이콕,,293-87-00184,권혜원,2015-07-03,응용 소프트웨어 개발 및 공급업,0,서울 강남구 봉은사로114길 32,"1,466","1,550","1,410",-202,-107,-115,265,246,109,-448,-792,-930,-454,-875,"-1,008",,10,,6,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,484,783,모로보기,,716-86-00322,-,2016-02-24,응용 소프트웨어 개발 및 공급업,-,서울 강남구 선릉로 704,"3,014", - ,"3,159","1,633", - ,852,871, - ,50,-426, - ,-172,-400, - ,-192,,9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,501,784,체인지포인트,,485-81-01607,이동현,2019-06-17,그 외 기타 상품 전문 도매업,0,서울 송파구 올림픽로 지하196, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,, - ,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,510,785,한국신용데이터,,734-88-00358,김동호,2016-04-27,응용 소프트웨어 개발 및 공급업,196,서울 강남구 테헤란로 127,"110,354","145,745","163,074","73,669","52,713","64,817","4,627","6,450","15,103","-29,734","-30,089","-38,797","-36,932","-36,874","-47,130",,5,,2,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,547,786,와이펀드,,460-81-00894,-,2017-11-24,그 외 기타 분류 안된 금융업,7,서울 서초구 서초대로 396, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,, - ,,4,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,551,787,휴먼밸런스,,204-88-01180,정한겸,2019-04-19,체력단련시설 운영업,12,부산 해운대구 수영강변대로 140,"1,026","1,370","1,507",84,275,170,"1,087","1,608","2,029",-219,-201,-133,-143,175,-105,,8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
금융혁신부,편람_2023,561,788,세친구,,168-86-00450,-,2016-06-20,응용 소프트웨어 개발 및 공급업,14,경기 수원시 영통구 신원로 150-2,"1,663","2,630","2,798",593,452,59,893,"1,207","1,024",-960,-154,-340,"-2,946",-160,-393,,10,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,572,789,제이씨이,,481-86-01269,서동현,2019-02-20,응용 소프트웨어 개발 및 공급업,0,서울 영등포구 여의도동 국제금융로8길 11, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,, - ,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,1,1,,
금융혁신부,편람_2023,585,790,코코아,,128-86-38017,이근영,2009-03-12,응용 소프트웨어 개발 및 공급업,0,서울 구로구 디지털로 271, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,, - ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,605,791,더펀디,,165-88-01279,-,2018-11-19,인형 및 장난감 제조업,-,-,155,82,135,-207,-318,-300,2,94,88,-80,-104,24,-75,-111,19,,9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,608,792,드림캐처,,293-88-01123,김정곤,2018-10-01,전기 전자공학 연구 개발업,4,전남 장성군 남면 나노산단2로 110, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,, - ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,609,793,블루바이저,,155-81-00895,황용국,2017-11-03,시스템 소프트웨어 개발 및 공급업,0,부산 남구 전포대로 133,"1,847","1,718","1,654",704,543,288, - ,27,80,-409,-373,-192,-449,-160,-255,,9,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
금융혁신부,편람_2023,611,794,센티언스,,331-81-00223,권혜연,2015-10-29,응용 소프트웨어 개발 및 공급업,4,서울 강남구 논현로 313,"4,068","3,015","1,862","2,345","1,296",95,2,118,368,"-1,346","-1,526","-1,287","-1,073","-1,049","-1,060",,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,613,795,에어비트,,276-86-01522,-,2019-09-30,시스템 소프트웨어 개발 및 공급업,0,-, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,, - ,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,621,796,아이퀘스트,,101-81-42433,김순모,1996-11-27,응용 소프트웨어 개발 및 공급업,100,서울 구로구 디지털로34길 55, - , - ,"50,423", - , - ,"47,303", - , - ,"15,603", - , - ,"2,971", - , - ,"3,217",,1,,8,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,717,797,토스증권,,519-87-01431,김규빈,2018-11-27,기타 금융 투자업,420,서울 강남 테헤란로 133, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,, - ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,734,798,카페24,,118-81-20586,이재석,1999-05-17,호스팅 및 관련 서비스업,950,서울 동작구 보라매로5길 15,"262,948","264,652","321,668","145,877","162,730","215,640","200,405","206,206","231,316","-18,574","2,870","32,187","-39,574","5,459","32,437",,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,768,799,쿼타랩,,828-81-01707,최동현,2019-08-19,응용 소프트웨어 개발 및 공급업,13,서울 강남구 테헤란로52길 21,"5,060","33,608","32,726","4,154","11,232","10,278",319,416,690,"-4,400","-5,942","-2,557","-4,117","-5,883",-954,,6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,774,800,씨제이올리브네트웍스,,104-81-36565,유인상,1995-03-15,컴퓨터시스템 통합 자문 및 구축 서비스업,1524,서울 용산구 한강대로 366,"450,344","454,888","510,761","139,542","163,508","194,026","665,229","676,520","727,741","35,107","50,958","57,377","27,300","36,045","40,765",,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,851,801,직방,,120-87-61559,안성우,2010-11-19,시스템 소프트웨어 개발 및 공급업,226,서울 종로구 종로 47 ,"370,798","308,026","267,306","197,072","146,354","112,840","88,293","120,252","97,811","-37,085","-37,861","-25,614","-51,513","-51,316","-35,009",,6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,857,802,라온시큐어,,138-81-16484,이순형,1998-04-16,시스템 소프트웨어 개발 및 공급업,322,서울 영등포구 여의대로 108,"59,210","72,401","67,946","32,048","45,676","49,880","31,461","34,925","53,303","4,845","-3,452","1,885","5,525","1,837","4,196",,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,897,803,에스에스지닷컴,,870-88-01143,최훈학,2018-12-27,전자상거래 소매업,2435,서울 강남구 테헤란로 231,"2,299,137","2,381,264","2,286,211","1,541,508","1,437,118","1,368,585","1,608,576","1,533,276","1,459,069","-110,212","-99,081","-70,375","-123,043","-100,616","-67,562",,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,937,804,다우기술,,220-81-02810,김윤덕,1986-01-09,포털 및 기타 인터넷 정보 매개 서비스업,805,서울 강남구 영동대로 416,"1,139,873","1,134,956","1,235,317","630,911","694,323","729,052","301,413","294,607","317,310","53,297","56,545","57,488","74,491","93,045","68,648",,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,949,805,씨제이올리브영,,809-81-01574,이선정,2019-11-07,화장품 및 화장용품 도매업,18023,서울 용산구 한강대로 372,"1,619,408","2,010,429","2,267,978","739,592","978,459","1,002,047","2,777,471","3,861,182","4,789,961","274,519","466,015","607,672","208,061","347,298","478,872",,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,956,806,빗썸코리아,,220-88-71844,-,2014-01-06,전자상거래 소매업,584,서울 강남구 테헤란로 124,"1,814,377","2,145,944","3,782,773","1,182,485","1,239,596","1,399,656","320,103","135,849","496,354","163,482","-14,874","130,796","95,352","24,313","161,880",,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,1013,807,나이스평가정보,,116-81-15020,김종윤,1985-02-28,데이터베이스 및 온라인 정보제공업,409,서울 영등포구 은행로 17,"459,644","469,306","511,627","334,959","360,299","394,031","415,024","419,498","442,593","70,712","66,321","81,540","53,115","56,906","64,085",,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,1078,808,갤럭시아머니트리,,120-81-60844,신동훈,1994-10-05,응용 소프트웨어 개발 및 공급업,135,서울 강남구 광평로 281,"337,453","362,736","369,409","114,731","119,005","121,816","110,188","132,338","128,757","8,978","12,694","14,859","4,553","5,769","4,744",,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,1117,809,엘지씨엔에스,,116-81-19477,현신균,1987-01-14,컴퓨터시스템 통합 자문 및 구축 서비스업,7015,서울 강서구 마곡중앙8로 71,"3,590,761","3,689,411","4,108,182","1,513,772","1,687,565","1,879,795","4,590,453","5,112,688","5,407,586","317,776","373,164","413,489","235,794","273,841","325,497",,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,1195,810,소프트캠프,,346-88-00563,배환국,2016-11-01,시스템 소프트웨어 개발 및 공급업,155,경기 과천시 삼부골로 26,"32,416","24,072","38,633","16,668","11,242","11,570","18,779","18,196","16,604","1,827","-2,313","-1,435",523,"-5,871",294,,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,1299,811,이해라이프스타일,,148-88-00649,김남석,2017-01-31,기타 전문 서비스업,6,서울 마포구 백범로31길 21,"2,775", - ,"1,524","1,631", - ,340,608, - ,652,"-1,058", - ,-446,-931, - ,-393,,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,1309,812,인카페이,,851-86-01852,-,2020-10-05,시스템 소프트웨어 개발 및 공급업,0,대전 유성구 문지로 193, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,, - ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,1310,813,페르미,,740-81-01300,조남흥,2018-05-04,응용 소프트웨어 개발 및 공급업,29,서울 서초 남부순환로 2497,"6,848","6,907","6,078","4,950","5,064","3,989","3,171","2,949","2,865",639,119,"-1,140",595,114,"-1,075",,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,1326,814,(주)다바다랩,,157-88-01472,-,2019-09-10,그 외 기타 정보 서비스업,0,서울 강남구 봉은사로 331, - ,28,9, - ,-85,-135, - ,10, - , - ,-92,-134, - ,-60,-80,,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,1335,815,파이노버스랩,,283-81-01767,-,2020-06-19,시스템 소프트웨어 개발 및 공급업,5,-,776,"1,961","2,157",748,"1,276",205,"3,536",24,189,-544,-593,-961,-505,-589,"-1,072",,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,1714,816,한화시스템,,513-81-17175,손재일,2000-01-11,그 외 기타 전자부품 제조업,4552,경북 구미시 산호대로 264-60,"4,152,100","4,555,434","5,219,490","2,247,029","2,243,647","2,431,035","2,187,406","2,450,585","2,793,633","153,168","125,565","225,140","28,546","96,002","263,133",,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,1733,817,데이타와이드,,261-81-04537,김형섭,2013-12-12,응용 소프트웨어 개발 및 공급업,9,성루 강남구 테헤란로43길 14,"1,513","1,533","1,886",813,814,"1,120","2,326","2,663","3,129",29,9,307,21,1,306,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,1984,818,인포소닉,,113-86-79582,조훈택,2014-01-06,시스템 소프트웨어 개발 및 공급업,0,서울 강남구 일원로 35,202,105,92,-738,-921,-949,100,30,30,-78,-160, - ,-87,-183,-28,,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,2015,819,뉴링크,,185-86-00760,-,2017-05-10,응용 소프트웨어 개발 및 공급업,0,서울 강남구 학동로31길 12,794,"2,238","2,653","-1,560",-357,"1,794",756,"2,428",583,"-2,788","-1,659","-4,228","-2,706","-1,084","-4,344",,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,2025,820,업데이터,,594-88-00861,-,2018-03-22,컴퓨터시스템 통합 자문 및 구축 서비스업,0,서울 송파구 백제고분로45길 5-14,"1,557","1,427","1,363","1,316",998,925,848,57,10,164,-505,-81,158,-318,-74,,6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,2073,821,씨앤비페이,,246-87-00612,-,2017-04-07,그 외 기타 금융 지원 서비스업,0,서울 중구 장충단로 263,870, - ,"1,217",718, - ,741,302, - ,992,-106, - ,44,-109, - ,33,,3,,4,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,2087,822,에이사,,261-04-01558,이헌승,2020-02-09,포털 및 기타 인터넷 정보 매개 서비스업,1,서울 광진구 화양동 능동로 120, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,, - ,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,2092,823,핀마트,,864-81-00271,-,2016-01-05,그 외 기타 분류 안된 금융업,-,서울 금천구 가산디지털2로 70, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,, - ,,4,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,2093,824,두물머리,,183-86-00202,천영록,2015-09-30,응용 소프트웨어 개발 및 공급업,2,서울 마포구 독막로 101,"4,008", - ,"2,397","1,263", - ,"-2,914",565, - ,"1,151","-1,705", - ,"-1,382","-1,770", - ,"-3,387",,8,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금융혁신부,편람_2023,2096,825,인덱스마인,,170-88-00312,빅상우,2015-10-20,응용 소프트웨어 개발 및 공급업,0,서울 마포구 백범로31길 21, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,, - ,,2,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
